Date,Prices,Day_count,Month,Season,Weekday,Is_holiday,Rolling_mean_7,Rolling_mean_30,Lag_1,Lag_7,Lag_30,Daily_delta,CPI,Total_inflation,USD_IDR,Temperature,Rainfall,Humidity,Day_in_month,Diff_value,Percentage
2021-08-08,41250,585,8,Dry,6,False,40692.857142857145,NULL,41250,39150,35500,0,118.3047,0.028155581,14385.5,26.23,9.86,82.32,8,Rp1350,3.38
2021-08-09,40400,586,8,Dry,0,False,40692.857142857145,NULL,41250,40400,35500,-850,118.3047,0.028155581,14346,26.93,3.94,80.98,9,-Rp850,-2.06
2021-08-10,40400,587,8,Dry,1,True,40692.857142857145,NULL,40400,40400,35500,0,118.3047,0.028155581,14402.09961,26.35,0.9,85.49,10,Rp0,0
2021-08-12,39900,589,8,Dry,3,False,NULL,NULL,NULL,39900,34650,NULL,118.3047,0.028155581,14395,26.97,4.68,83.63,12,NULL,0
2021-08-13,39400,590,8,Dry,4,False,NULL,NULL,39900,41250,34650,-500,118.3047,0.028155581,14341,26.86,2.79,83.49,13,-Rp500,-1.25
2021-08-14,39400,591,8,Dry,5,False,NULL,NULL,39400,41250,35150,0,118.3047,0.028155581,14341,27.05,3.06,78.61,14,-Rp500,-1.25
2021-08-16,38900,593,8,Dry,0,False,NULL,NULL,NULL,40400,NULL,NULL,118.3047,0.028155581,14381,26.68,5.68,82.79,16,-Rp500,-1.27
2021-08-18,39150,595,8,Dry,2,False,NULL,NULL,NULL,NULL,39900,NULL,118.3047,0.028155581,14425.09961,27.15,2.73,80.28,18,NULL,0
2021-08-19,38650,596,8,Dry,3,False,NULL,NULL,39150,39900,NULL,-500,118.3047,0.028155581,14454.2002,26.6,23.81,82.24,19,-Rp500,-1.28
2021-08-20,39150,597,8,Dry,4,False,NULL,NULL,38650,39400,38750,500,118.3047,0.028155581,14493.40039,26.26,3.58,76.75,20,Rp500,1.29
2021-08-21,39150,598,8,Dry,5,False,NULL,NULL,39150,39400,38150,0,118.3047,0.028155581,14493.40039,26.58,2.81,79.83,21,Rp500,1.29
2021-08-22,39150,599,8,Dry,6,False,NULL,NULL,39150,NULL,38150,0,118.3047,0.028155581,14493.40039,26.81,1.97,79.75,22,Rp500,1.29
2021-08-23,38400,600,8,Dry,0,False,NULL,NULL,39150,38900,38150,-750,118.3047,0.028155581,14446,26.54,4.03,83.32,23,-Rp750,-1.92
2021-08-24,38150,601,8,Dry,1,False,38828.57142857143,NULL,38400,NULL,NULL,-250,118.3047,0.028155581,14430,26.43,5.15,77.81,24,-Rp250,-0.65
2021-08-25,36650,602,8,Dry,2,False,38471.42857142857,NULL,38150,39150,37900,-1500,118.3047,0.028155581,14448.7002,25.58,13.95,84.32,25,-Rp1500,-3.93
2021-08-26,36400,603,8,Dry,3,False,38150,NULL,36650,38650,37900,-250,118.3047,0.028155581,14465.7002,26.64,10.69,77.44,26,-Rp250,-0.68
2021-08-27,37000,604,8,Dry,4,False,37842.857142857145,NULL,36400,39150,37650,600,118.3047,0.028155581,14449.2998,26.7,7.24,80.47,27,Rp600,1.65
2021-08-28,37000,605,8,Dry,5,False,37535.71428571428,NULL,37000,39150,38650,0,118.3047,0.028155581,14449.2998,26.48,5.86,82.93,28,Rp600,1.65
2021-08-29,37000,606,8,Dry,6,False,37228.57142857143,NULL,37000,39150,39150,0,118.3047,0.028155581,14449.2998,26.49,3.42,83.37,29,Rp600,1.65
2021-08-30,35750,607,8,Dry,0,False,36850,NULL,37000,38400,39150,-1250,118.3047,0.028155581,14411,26.86,4.8,80.41,30,-Rp1250,-3.38
2021-08-31,35750,608,8,Dry,1,False,36507.142857142855,NULL,35750,38150,39150,0,118.3047,0.028155581,14362,27.01,3.34,80.62,31,Rp0,0
2021-09-01,35500,609,9,Dry,2,False,36342.857142857145,NULL,35750,36650,40400,-250,118.2603,-0.037530208,14246.5,27.04,4.14,82.18,1,-Rp250,-0.7
2021-09-02,35500,610,9,Dry,3,False,36214.28571428572,NULL,35500,36400,40400,0,118.2603,-0.037530208,14269.2002,26.79,3.54,81.31,2,Rp0,0
2021-09-03,35500,611,9,Dry,4,False,36000,NULL,35500,37000,40400,0,118.2603,-0.037530208,14245.5,27.04,5.34,79.1,3,Rp0,0
2021-09-04,35500,612,9,Dry,5,False,35785.71428571428,NULL,35500,37000,39900,0,118.2603,-0.037530208,14245.5,26.42,12.69,80.98,4,Rp0,0
2021-09-05,35500,613,9,Dry,6,False,35571.42857142857,NULL,35500,37000,41250,0,118.2603,-0.037530208,14245.5,26,15.72,81.98,5,Rp0,0
2021-09-06,36250,614,9,Dry,0,False,35642.857142857145,NULL,35500,35750,41250,750,118.2603,-0.037530208,14256,26.6,5.99,81.69,6,Rp750,2.11
2021-09-07,36000,615,9,Dry,1,False,35678.57142857143,NULL,36250,35750,41250,-250,118.2603,-0.037530208,14231.40039,27.11,5.71,77.58,7,-Rp250,-0.69
2021-09-08,36000,616,9,Dry,2,False,35750,NULL,36000,35500,40400,0,118.2603,-0.037530208,14279.2002,26.65,5.46,82.59,8,Rp0,0
2021-09-09,36000,617,9,Dry,3,False,35821.42857142857,NULL,36000,35500,40400,0,118.2603,-0.037530208,14326.40039,25.88,31.53,86.21,9,Rp0,0
2021-09-10,35750,618,9,Dry,4,False,35857.142857142855,NULL,36000,35500,NULL,-250,118.2603,-0.037530208,14258.7998,26.13,3.38,83.67,10,-Rp250,-0.69
2021-09-11,35750,619,9,Dry,5,False,35892.857142857145,NULL,35750,35500,39900,0,118.2603,-0.037530208,14258.7998,25.83,8.85,86.44,11,-Rp250,-0.69
2021-09-12,35750,620,9,Dry,6,False,35928.57142857143,NULL,35750,35500,39400,0,118.2603,-0.037530208,14258.7998,25.75,10.65,83.88,12,-Rp250,-0.69
2021-09-13,34750,621,9,Dry,0,False,35714.28571428572,NULL,35750,36250,39400,-1000,118.2603,-0.037530208,14196,26.48,11.53,79.74,13,-Rp1000,-2.8
2021-09-14,33900,622,9,Dry,1,False,35414.28571428572,NULL,34750,36000,NULL,-850,118.2603,-0.037530208,14291.59961,26.78,10.68,79.05,14,-Rp850,-2.45
2021-09-15,33900,623,9,Dry,2,False,35114.28571428572,NULL,33900,36000,38900,0,118.2603,-0.037530208,14249.7002,26.39,8.28,81.84,15,Rp0,0
2021-09-16,34000,624,9,Dry,3,False,34828.57142857143,36430,33900,36000,NULL,100,118.2603,-0.037530208,14264.5,26.11,11.79,83.87,16,Rp100,0.29
2021-09-17,33500,625,9,Dry,4,False,34507.142857142855,36241.666666666664,34000,35750,39150,-500,118.2603,-0.037530208,14283.90039,26.06,8.49,84.53,17,-Rp500,-1.47
2021-09-20,33650,628,9,Dry,0,False,NULL,NULL,NULL,34750,39150,NULL,118.2603,-0.037530208,14221,25.96,22.18,86.84,20,Rp150,0.45
2021-09-21,33650,629,9,Dry,1,False,NULL,NULL,33650,33900,39150,0,118.2603,-0.037530208,14320.5,25.35,13.93,88.01,21,Rp0,0
2021-09-22,33650,630,9,Dry,2,False,NULL,NULL,33650,33900,38400,0,118.2603,-0.037530208,14237.5,25.74,18.64,84.15,22,Rp0,0
2021-09-23,33650,631,9,Dry,3,False,NULL,NULL,33650,34000,38150,0,118.2603,-0.037530208,14279.2002,26.13,5.09,82.38,23,Rp0,0
2021-09-24,33650,632,9,Dry,4,False,NULL,NULL,33650,33500,36650,0,118.2603,-0.037530208,14286.5,26.86,6.83,78.18,24,Rp0,0
2021-09-27,33150,635,9,Dry,0,False,NULL,NULL,NULL,33650,37000,NULL,118.2603,-0.037530208,14251,27.21,4.21,81.07,27,NULL,0
2021-09-28,33150,636,9,Dry,1,False,NULL,NULL,33150,33650,37000,0,118.2603,-0.037530208,14242.5,27.13,2.91,82.22,28,Rp0,0
2021-09-29,33150,637,9,Dry,2,False,NULL,NULL,33150,33650,35750,0,118.2603,-0.037530208,14318.59961,27.01,1.93,83.07,29,Rp0,0
2021-09-30,32900,638,9,Dry,3,False,NULL,NULL,33150,33650,35750,-250,118.2603,-0.037530208,14385,26.86,3.74,86.81,30,-Rp250,-0.75
2021-10-01,32900,639,10,Wet,4,False,NULL,NULL,32900,33650,35500,0,118.4046,0.12201897,14328.59961,26.67,29.59,80.28,1,Rp0,0
2021-10-02,32900,640,10,Wet,5,False,NULL,NULL,32900,NULL,35500,0,118.4046,0.12201897,14328.59961,26.65,16.61,80.52,2,Rp0,0
2021-10-03,32900,641,10,Wet,6,False,33007.142857142855,NULL,32900,NULL,35500,0,118.4046,0.12201897,14328.59961,27.17,2.61,76.92,3,Rp0,0
2021-10-04,32000,642,10,Wet,0,False,32842.857142857145,NULL,32900,33150,35500,-900,118.4046,0.12201897,14301,26.91,5.11,81.48,4,-Rp900,-2.74
2021-10-05,32000,643,10,Wet,1,False,32678.571428571428,NULL,32000,33150,35500,0,118.4046,0.12201897,14300.5,27.16,0.37,79.78,5,Rp0,0
2021-10-06,32000,644,10,Wet,2,False,32514.285714285714,NULL,32000,33150,36250,0,118.4046,0.12201897,14246,27.18,1.04,79.44,6,Rp0,0
2021-10-07,32000,645,10,Wet,3,False,32385.714285714286,NULL,32000,32900,36000,0,118.4046,0.12201897,14232.40039,28.06,0.43,74.89,7,Rp0,0
2021-10-08,32000,646,10,Wet,4,False,32257.14285714286,NULL,32000,32900,36000,0,118.4046,0.12201897,14170.7998,27.48,1.41,80.13,8,Rp0,0
2021-10-09,32000,647,10,Wet,5,False,32128.571428571428,NULL,32000,32900,36000,0,118.4046,0.12201897,14170.7998,27.14,5.8,79.59,9,Rp0,0
2021-10-10,32000,648,10,Wet,6,False,32000,NULL,32000,32900,35750,0,118.4046,0.12201897,14170.7998,27.31,1.45,80.45,10,Rp0,0
2021-10-11,32000,649,10,Wet,0,False,32000,NULL,32000,32000,35750,0,118.4046,0.12201897,14216,28.08,0.85,80.56,11,Rp0,0
2021-10-12,32000,650,10,Wet,1,False,32000,NULL,32000,32000,35750,0,118.4046,0.12201897,14194,28.03,0.87,78,12,Rp0,0
2021-10-13,32000,651,10,Wet,2,False,32000,NULL,32000,32000,34750,0,118.4046,0.12201897,14221.2002,27.63,1.88,80.36,13,Rp0,0
2021-10-14,32000,652,10,Wet,3,False,32000,NULL,32000,32000,33900,0,118.4046,0.12201897,14219.7002,27.39,1.11,80.83,14,Rp0,0
2021-10-15,32000,653,10,Wet,4,False,32000,NULL,32000,32000,33900,0,118.4046,0.12201897,14078.5,27.76,1.06,80.02,15,Rp0,0
2021-10-16,32000,654,10,Wet,5,False,32000,NULL,32000,32000,34000,0,118.4046,0.12201897,14078.5,28.1,0.49,76.64,16,Rp0,0
2021-10-17,32000,655,10,Wet,6,False,32000,NULL,32000,32000,33500,0,118.4046,0.12201897,14078.5,27.34,0.47,82.52,17,Rp0,0
2021-10-18,32500,656,10,Wet,0,False,32071.428571428572,NULL,32000,32000,NULL,500,118.4046,0.12201897,14067,27.44,4.38,83.67,18,Rp500,1.56
2021-10-19,32750,657,10,Wet,1,True,32178.571428571428,NULL,32500,32000,NULL,250,118.4046,0.12201897,14157.2002,27.77,3.69,77.13,19,Rp250,0.77
2021-10-21,32750,659,10,Wet,3,False,NULL,NULL,NULL,32000,33650,NULL,118.4046,0.12201897,14119.7998,26.76,7.29,85.05,21,NULL,0
2021-10-22,32750,660,10,Wet,4,False,NULL,NULL,32750,32000,33650,0,118.4046,0.12201897,14175,26.54,13.69,84.02,22,Rp0,0
2021-10-25,32750,663,10,Wet,0,False,NULL,NULL,NULL,32500,NULL,NULL,118.4046,0.12201897,14116,27.6,0.09,77.23,25,Rp0,0
2021-10-26,32750,664,10,Wet,1,False,NULL,NULL,32750,32750,NULL,0,118.4046,0.12201897,14193.5,27.28,1.75,81.66,26,Rp0,0
2021-10-27,32750,665,10,Wet,2,False,NULL,NULL,32750,NULL,33150,0,118.4046,0.12201897,14175.7002,27.4,1.43,80.78,27,Rp0,0
2021-10-28,32750,666,10,Wet,3,False,NULL,NULL,32750,32750,33150,0,118.4046,0.12201897,14217.09961,27.39,4.74,83.32,28,Rp0,0
2021-10-29,31250,667,10,Wet,4,False,NULL,NULL,32750,32750,33150,-1500,118.4046,0.12201897,14229,27.97,4.51,79.83,29,-Rp1500,-4.58
2021-10-30,31250,668,10,Wet,5,False,NULL,NULL,31250,NULL,32900,0,118.4046,0.12201897,14229,27.27,17,80.19,30,-Rp1500,-4.58
2021-10-31,31250,669,10,Wet,6,False,32107.14285714286,NULL,31250,NULL,32900,0,118.4046,0.12201897,14229,26.81,20.67,76.58,31,-Rp1500,-4.58
2021-11-01,30250,670,11,Wet,0,False,31750,NULL,31250,32750,32900,-1000,118.8375,0.365610796,14228.5,27.77,2.79,71.76,1,-Rp1000,-3.2
2021-11-02,30250,671,11,Wet,1,False,31392.85714285714,NULL,30250,32750,32900,0,118.8375,0.365610796,14276.59961,27.75,3.38,76.88,2,Rp0,0
2021-11-03,30250,672,11,Wet,2,False,31035.714285714286,NULL,30250,32750,32000,0,118.8375,0.365610796,14289.90039,27.38,8.25,81.67,3,Rp0,0
2021-11-04,30000,673,11,Wet,3,False,30642.85714285714,NULL,30250,32750,32000,-250,118.8375,0.365610796,14366,27.15,7.92,82.32,4,-Rp250,-0.83
2021-11-05,30000,674,11,Wet,4,False,30464.285714285714,NULL,30000,31250,32000,0,118.8375,0.365610796,14414,27.06,29.4,84.6,5,Rp0,0
2021-11-08,30500,677,11,Wet,0,False,NULL,NULL,NULL,30250,32000,NULL,118.8375,0.365610796,14319.7998,27.29,9.69,84.98,8,NULL,0
2021-11-09,29750,678,11,Wet,1,False,NULL,NULL,30500,30250,32000,-750,118.8375,0.365610796,14252,27.39,7.31,81.1,9,-Rp750,-2.46
2021-11-10,29750,679,11,Wet,2,False,NULL,NULL,29750,30250,32000,0,118.8375,0.365610796,14290,27.11,8.55,84.3,10,Rp0,0
2021-11-11,29750,680,11,Wet,3,False,NULL,NULL,29750,30000,32000,0,118.8375,0.365610796,14302.40039,27.13,6.22,84.94,11,Rp0,0
2021-11-12,29500,681,11,Wet,4,False,NULL,NULL,29750,30000,32000,-250,118.8375,0.365610796,14261.7002,26.78,10.31,86.42,12,-Rp250,-0.84
2021-11-13,29500,682,11,Wet,5,False,NULL,NULL,29500,NULL,32000,0,118.8375,0.365610796,14261.7002,26.77,8.84,84.29,13,-Rp250,-0.84
2021-11-14,29500,683,11,Wet,6,False,29750,NULL,29500,NULL,32000,0,118.8375,0.365610796,14261.7002,27.22,10.02,77.16,14,-Rp250,-0.84
2021-11-15,29750,684,11,Wet,0,False,29642.85714285714,NULL,29500,30500,32000,250,118.8375,0.365610796,14186.7002,26.41,7.69,86.13,15,Rp250,0.85
2021-11-16,29500,685,11,Wet,1,False,29607.14285714286,NULL,29750,29750,32000,-250,118.8375,0.365610796,14185.40039,26.95,4.1,81.2,16,-Rp250,-0.84
2021-11-17,29500,686,11,Wet,2,False,29571.428571428572,NULL,29500,29750,32500,0,118.8375,0.365610796,14274.2002,27.16,9.81,79.48,17,Rp0,0
2021-11-18,28750,687,11,Wet,3,False,29428.571428571428,NULL,29500,29750,32750,-750,118.8375,0.365610796,14223.7998,27.05,7.3,83.26,18,-Rp750,-2.54
2021-11-19,28750,688,11,Wet,4,False,29321.428571428572,NULL,28750,29500,NULL,0,118.8375,0.365610796,14204.7002,27.54,1.67,80.95,19,Rp0,0
2021-11-22,28400,691,11,Wet,0,False,NULL,NULL,NULL,29750,NULL,NULL,118.8375,0.365610796,14265.09961,26.99,6.78,81.17,22,NULL,0
2021-11-23,28650,692,11,Wet,1,False,NULL,NULL,28400,29500,NULL,250,118.8375,0.365610796,14259.59961,26.55,4.8,83.27,23,Rp250,0.88
2021-11-24,28650,693,11,Wet,2,False,NULL,NULL,28650,29500,32750,0,118.8375,0.365610796,14272.5,27.07,6.34,79.69,24,Rp0,0
2021-11-25,27900,694,11,Wet,3,False,NULL,NULL,28650,28750,32750,-750,118.8375,0.365610796,14303.40039,26.75,10.87,84.78,25,-Rp750,-2.62
2021-11-26,28650,695,11,Wet,4,False,NULL,NULL,27900,28750,32750,750,118.8375,0.365610796,14320,26.26,6.47,83.81,26,Rp750,2.69
2021-11-27,28650,696,11,Wet,5,False,NULL,NULL,28650,NULL,32750,0,118.8375,0.365610796,14320,26.48,7.1,83.28,27,Rp750,2.69
2021-11-28,28650,697,11,Wet,6,False,28507.14285714286,NULL,28650,NULL,31250,0,118.8375,0.365610796,14320,26.74,5.13,82.89,28,Rp750,2.69
2021-11-29,28650,698,11,Wet,0,False,28542.85714285714,NULL,28650,28400,31250,0,118.8375,0.365610796,14408.2002,27.11,13.74,79.72,29,Rp0,0
2021-11-30,28400,699,11,Wet,1,False,28507.14285714286,NULL,28650,28650,31250,-250,118.8375,0.365610796,14377,26.32,26.32,84.85,30,-Rp250,-0.87
2021-12-01,28400,700,12,Wet,2,False,28471.428571428572,NULL,28400,28650,30250,0,119.5147,0.569853792,14333,26.73,7.7,81.23,1,Rp0,0
2021-12-02,28400,701,12,Wet,3,False,28542.85714285714,NULL,28400,27900,30250,0,119.5147,0.569853792,14376,26.98,8.87,82.85,2,Rp0,0
2021-12-03,28500,702,12,Wet,4,False,28521.428571428572,NULL,28400,28650,30250,100,119.5147,0.569853792,14443.7998,27.08,12.38,84.15,3,Rp100,0.35
2021-12-06,29000,705,12,Wet,0,False,NULL,NULL,NULL,28650,NULL,NULL,119.5147,0.569853792,14514,27.05,7.63,86.5,6,NULL,0
2021-12-07,29000,706,12,Wet,1,False,NULL,NULL,29000,28400,NULL,0,119.5147,0.569853792,14490,26.95,12.34,85.63,7,Rp0,0
2021-12-08,29250,707,12,Wet,2,False,NULL,NULL,29000,28400,30500,250,119.5147,0.569853792,14393.2998,27.23,5.63,84.56,8,Rp250,0.86
2021-12-09,28650,708,12,Wet,3,False,NULL,NULL,29250,28400,29750,-600,119.5147,0.569853792,14335,27.27,2.59,84.74,9,-Rp600,-2.05
2021-12-10,28650,709,12,Wet,4,False,NULL,NULL,28650,28500,29750,0,119.5147,0.569853792,14297.40039,27.5,1.79,84.62,10,Rp0,0
2021-12-11,28650,710,12,Wet,5,False,NULL,NULL,28650,NULL,29750,0,119.5147,0.569853792,14297.40039,27.39,4.74,85.69,11,Rp0,0
2021-12-12,28650,711,12,Wet,6,False,28835.714285714286,NULL,28650,NULL,29500,0,119.5147,0.569853792,14297.40039,27.2,6.13,85.73,12,Rp0,0
2021-12-13,32400,712,12,Wet,0,False,29321.428571428572,NULL,28650,29000,29500,3750,119.5147,0.569853792,14351.90039,26.89,3.23,85.68,13,Rp3750,13.09
2021-12-14,32650,713,12,Wet,1,False,29842.85714285714,NULL,32400,29000,29500,250,119.5147,0.569853792,14324.7002,26.78,6.23,87.21,14,Rp250,0.77
2021-12-15,32900,714,12,Wet,2,False,30364.285714285714,NULL,32650,29250,29750,250,119.5147,0.569853792,14342.5,27.05,2.93,83.54,15,Rp250,0.77
2021-12-16,32650,715,12,Wet,3,False,30935.714285714286,NULL,32900,28650,29500,-250,119.5147,0.569853792,14297.5,27.53,2.52,83.37,16,-Rp250,-0.76
2021-12-17,32650,716,12,Wet,4,False,31507.14285714286,NULL,32650,28650,29500,0,119.5147,0.569853792,14380,28.06,4.87,81.2,17,Rp0,0
2021-12-20,32650,719,12,Wet,0,False,NULL,NULL,NULL,32400,NULL,NULL,119.5147,0.569853792,14385.7002,26.46,27.47,86.62,20,NULL,0
2021-12-21,33000,720,12,Wet,1,False,NULL,NULL,32650,32650,NULL,350,119.5147,0.569853792,14388.7002,26.11,4.79,81.09,21,Rp350,1.07
2021-12-22,33150,721,12,Wet,2,False,NULL,NULL,33000,32900,28400,150,119.5147,0.569853792,14263.90039,26.05,6.32,87.16,22,Rp150,0.45
2021-12-23,33900,722,12,Wet,3,False,NULL,NULL,33150,32650,28650,750,119.5147,0.569853792,14193.7998,26.01,16.25,85.43,23,Rp750,2.26
2021-12-24,33900,723,12,Wet,4,False,NULL,NULL,33900,32650,28650,0,119.5147,0.569853792,14167.7998,26.44,8.15,84.71,24,Rp0,0
2021-12-27,33900,726,12,Wet,0,False,NULL,NULL,NULL,32650,28650,NULL,119.5147,0.569853792,14189.2998,26.24,10.71,87.26,27,Rp0,0
2021-12-28,33650,727,12,Wet,1,False,NULL,NULL,33900,33000,28650,-250,119.5147,0.569853792,14220,26.04,12.06,83.25,28,-Rp250,-0.74
2021-12-29,33650,728,12,Wet,2,False,NULL,NULL,33650,33150,28650,0,119.5147,0.569853792,14238.2002,26.42,3.47,82.34,29,Rp0,0
2021-12-30,33650,729,12,Wet,3,False,NULL,NULL,33650,33900,28400,0,119.5147,0.569853792,14237,26.38,5.34,84.88,30,Rp0,0
2021-12-31,33400,730,12,Wet,4,False,NULL,NULL,33650,33900,28400,-250,119.5147,0.569853792,14285.2002,25.93,17.35,86.57,31,-Rp250,-0.74
2022-01-01,33400,731,1,Wet,5,True,NULL,NULL,33400,NULL,28400,0,120.1808,0.557337298,14285.2002,25.76,15.18,87.21,1,-Rp250,-0.74
2022-01-02,33400,732,1,Wet,6,False,33578.57142857143,NULL,33400,NULL,28500,0,120.1808,0.557337298,14285.2002,26.14,9.51,86.5,2,-Rp250,-0.74
2022-01-03,33400,733,1,Wet,0,False,33507.142857142855,NULL,33400,33900,NULL,0,120.1808,0.557337298,14215,26.01,6.89,84.26,3,Rp0,0
2022-01-04,34250,734,1,Wet,1,False,33592.857142857145,NULL,33400,33650,NULL,850,120.1808,0.557337298,14283.59961,26.01,7.85,84.39,4,Rp850,2.54
2022-01-05,34250,735,1,Wet,2,False,33678.57142857143,NULL,34250,33650,29000,0,120.1808,0.557337298,14385.5,25.95,9.61,85.25,5,Rp0,0
2022-01-06,34650,736,1,Wet,3,False,33821.42857142857,NULL,34250,33650,29000,400,120.1808,0.557337298,14446.5,26.45,9.21,85.42,6,Rp400,1.17
2022-01-07,35650,737,1,Wet,4,False,34142.857142857145,NULL,34650,33400,29250,1000,120.1808,0.557337298,14408,26.5,7.06,86.09,7,Rp1000,2.89
2022-01-08,35650,738,1,Wet,5,False,34464.28571428572,NULL,35650,33400,28650,0,120.1808,0.557337298,14408,26.13,1.54,86.21,8,Rp1000,2.89
2022-01-09,35650,739,1,Wet,6,False,34785.71428571428,NULL,35650,33400,28650,0,120.1808,0.557337298,14408,26.55,1.33,83.64,9,Rp1000,2.89
2022-01-10,41150,740,1,Wet,0,False,35892.857142857145,NULL,35650,33400,28650,5500,120.1808,0.557337298,14318.5,26.87,0.59,82.4,10,Rp5500,15.43
2022-01-11,39650,741,1,Wet,1,False,36664.28571428572,NULL,41150,34250,28650,-1500,120.1808,0.557337298,14313,26.76,4.66,84.36,11,-Rp1500,-3.65
2022-01-12,39000,742,1,Wet,2,False,37342.857142857145,NULL,39650,34250,32400,-650,120.1808,0.557337298,14277,26.7,3.74,83.41,12,-Rp650,-1.64
2022-01-13,39650,743,1,Wet,3,False,38057.142857142855,NULL,39000,34650,32650,650,120.1808,0.557337298,14298.90039,27.06,1.25,81.82,13,Rp650,1.67
2022-01-14,39650,744,1,Wet,4,False,38628.57142857143,NULL,39650,35650,32900,0,120.1808,0.557337298,14276,26.38,5.78,87.17,14,Rp0,0
2022-01-17,39000,747,1,Wet,0,False,NULL,NULL,NULL,41150,NULL,NULL,120.1808,0.557337298,14314.5,25.32,15.1,84.46,17,NULL,0
2022-01-18,38400,748,1,Wet,1,False,NULL,NULL,39000,39650,NULL,-600,120.1808,0.557337298,14349.7002,25.64,7.08,84.68,18,-Rp600,-1.54
2022-01-19,38400,749,1,Wet,2,False,NULL,NULL,38400,39000,32650,0,120.1808,0.557337298,14382.2998,25.74,8.91,86.12,19,Rp0,0
2022-01-20,38400,750,1,Wet,3,False,NULL,NULL,38400,39650,33000,0,120.1808,0.557337298,14362.7998,26.05,13.9,83,20,Rp0,0
2022-01-21,37400,751,1,Wet,4,False,NULL,NULL,38400,39650,33150,-1000,120.1808,0.557337298,14343,25.31,28.78,87.54,21,-Rp1000,-2.6
2022-01-22,37400,752,1,Wet,5,False,NULL,NULL,37400,NULL,33900,0,120.1808,0.557337298,14343,26.17,3.76,85.51,22,-Rp1000,-2.6
2022-01-24,36150,754,1,Wet,0,False,NULL,NULL,NULL,39000,NULL,NULL,120.1808,0.557337298,14329.7002,26.64,2,85.41,24,-Rp1250,-3.34
2022-01-25,35900,755,1,Wet,1,False,NULL,NULL,36150,38400,NULL,-250,120.1808,0.557337298,14365,26.92,5.39,83.85,25,-Rp250,-0.69
2022-01-26,35900,756,1,Wet,2,False,NULL,NULL,35900,38400,33900,0,120.1808,0.557337298,14330.5,26.92,2.94,84.18,26,Rp0,0
2022-01-27,35250,757,1,Wet,3,False,NULL,NULL,35900,38400,33650,-650,120.1808,0.557337298,14366.40039,26.64,3.13,85.44,27,-Rp650,-1.81
2022-01-28,35150,758,1,Wet,4,False,NULL,NULL,35250,37400,33650,-100,120.1808,0.557337298,14389.2002,26.68,3.85,86.16,28,-Rp100,-0.28
2022-01-29,35150,759,1,Wet,5,False,NULL,NULL,35150,37400,33650,0,120.1808,0.557337298,14389.2002,26.61,1.85,84.05,29,-Rp100,-0.28
2022-01-30,35150,760,1,Wet,6,False,35521.42857142857,NULL,35150,NULL,33400,0,120.1808,0.557337298,14389.2002,26.44,0.52,81.6,30,-Rp100,-0.28
2022-01-31,35150,761,1,Wet,0,False,35378.57142857143,NULL,35150,36150,33400,0,120.1808,0.557337298,14381.59961,26.49,3.26,83.84,31,Rp0,0
2022-02-02,36250,763,2,Wet,2,False,NULL,NULL,NULL,35900,33400,NULL,120.1586,-0.018472169,14322.2998,25.9,3.09,80.57,2,NULL,0
2022-02-03,37400,764,2,Wet,3,False,NULL,NULL,36250,35250,34250,1150,120.1586,-0.018472169,14363.7998,26.03,13.94,87.08,3,Rp1150,3.17
2022-02-04,37400,765,2,Wet,4,False,NULL,NULL,37400,35150,34250,0,120.1586,-0.018472169,14377,25.93,41.44,89.49,4,Rp0,0
2022-02-05,37400,766,2,Wet,5,False,NULL,NULL,37400,35150,34650,0,120.1586,-0.018472169,14377,26.42,6.2,86.66,5,Rp0,0
2022-02-06,37400,767,2,Wet,6,False,NULL,NULL,37400,35150,35650,0,120.1586,-0.018472169,14377,27.13,4.49,84.6,6,Rp0,0
2022-02-07,37900,768,2,Wet,0,False,NULL,NULL,37400,35150,35650,500,120.1586,-0.018472169,14400.40039,27.23,6.58,83.01,7,Rp500,1.34
2022-02-08,37400,769,2,Wet,1,False,37307.142857142855,NULL,37900,NULL,35650,-500,120.1586,-0.018472169,14405.59961,26.82,2.49,82.88,8,-Rp500,-1.32
2022-02-09,38150,770,2,Wet,2,False,37578.57142857143,NULL,37400,36250,41150,750,120.1586,-0.018472169,14379.5,25.71,23.07,87.69,9,Rp750,2.01
2022-02-10,37650,771,2,Wet,3,False,37614.28571428572,NULL,38150,37400,39650,-500,120.1586,-0.018472169,14334.2002,26.35,4.53,84.4,10,-Rp500,-1.31
2022-02-11,37650,772,2,Wet,4,False,37650,NULL,37650,37400,39000,0,120.1586,-0.018472169,14328,26.72,8.41,85.52,11,Rp0,0
2022-02-12,37650,773,2,Wet,5,False,37685.71428571428,NULL,37650,37400,39650,0,120.1586,-0.018472169,14328,26.33,8.86,85.18,12,Rp0,0
2022-02-13,37650,774,2,Wet,6,False,37721.42857142857,NULL,37650,37400,39650,0,120.1586,-0.018472169,14328,26.17,6.22,84.41,13,Rp0,0
2022-02-14,37650,775,2,Wet,0,False,37685.71428571428,NULL,37650,37900,NULL,0,120.1586,-0.018472169,14344.7002,26.47,3.26,82.49,14,Rp0,0
2022-02-15,37650,776,2,Wet,1,False,37721.42857142857,NULL,37650,37400,NULL,0,120.1586,-0.018472169,14303,26.4,4.47,86.13,15,Rp0,0
